文本内容|实体关系1
Just like real baseball he told the card manufacturer 's reps as he tried to flog the game at toy fairs|{[36,40],DT},{[41,53],DT},Product-Producer
The name of the climactic battle cue Neodammerung is derived from the German word Gotterdammerung literally twilight of the gods|{[4,8],DT},{[77,81],MD},Entity-Origin
She gave him a bottle with wine in it|{[27,31],NN},{[15,21],NN},Content-Container
This document is issued from 28 locations across the country and 160 Indian missions abroad|{[5,13],MD},{[32,41],MD},Product-Producer
This specific machine has been fitted with a Mirus automatic sheet feeder thereby increasing the capacity on large runs|{[67,73],NN},{[14,21],DT},Component-Whole
The dominant method that the Roman mathematicians used to identify a year for dating purposes was to name it after the two consuls who took office in it|{[13,19],NN},{[35,49],DT},Instrument-Agency
He stuffed cash into his shirt as he fled the robbery|{[11,15],DT},{[25,30],NN},Entity-Destination
I especially love the way the scroll wheel of the mouse riffles through the tabs; it's so fast and easy|{[30,42],NN},{[50,55],MD},Component-Whole
This is the site deep inside the earth where fault movement begin|{[12,16],NN},{[33,38],DT},Other
This outlaw has exported terrorism to our society |{[25,34],NN},{[42,49],IN},Entity-Destination
Thus we have set-up early on a familiar literary dynamic --- two compeers of different ages thrown together: Huck Finn and Nigger Jim Holden Caufield and sister Phoebe hell --- maybe even Dmitri Karamazov and Alyosha or if we stretch it far enough Falstaff and Prince Hal|{[65,73],VBP},{[87,91],NN},Other
A food and beverage manufacturer found that lack of partnered planning with their service provider counterparts deeply divided the two sides|{[2,6],NN},{[20,32],DT},Product-Producer
A person regains the movement roughly equal to walking on solid ground by using snowshoes |{[80,89],CC},{[2,8],NN},Instrument-Agency
The Dyna-Cam engine originally came from a design by the Blazer brothers  who worked for Studebaker in 1916|{[43,49],NN},{[64,72],NN},Product-Producer
I too get a headache from wine  and was always told that it was the sulfites|{[26,30],NN},{[12,20],VBZ},Cause-Effect
Incandescent bulbs work by using electricity to heat a tungsten filament in the bulb until it glows|{[33,44],NN},{[13,18],NN},Instrument-Agency
The most significant is a well-preserved black and white mosaic for which the authority has given a provisional translation |{[78,87],JJ},{[112,123],VBZ},Other
Inside the poster was enclosed in tight plastic packaging |{[11,17],MD},{[48,57],DT},Content-Container
Some of these conspiracy theories allege that his birth certificate is a forgery|{[25,33],NN},{[50,67],NN},Message-Topic
On the border issue the original draft had declared some initial borders  which are to be confirmed and decided by the UN partition plan|{[33,38],VBZ},{[65,72],NN},Message-Topic
An oak tree grows from an acorn |{[7,11],NN},{[26,31],NN},Entity-Origin
Clinicians entered the patients into randomised controlled trials |{[23,31],DT},{[59,65],NN},Other
A girl plays her violin on a pogo stick|{[17,23],NN},{[2,6],NN},Instrument-Agency
In 1594 and in 1608 he published an atlas created by the cartographer Matthias Quad|{[36,41],NN},{[57,69],DT},Product-Producer
The interrogation covers von Neurath's activities during the years 1932 to 1938 and Hitler's policy of aggression during the late 1930s|{[4,17],VBP},{[39,49],JJ},Other
A drove of oxen was taken to market|{[11,15],NNP},{[2,7],NN},Member-Collection
The mast was folded up accordion-style inside a canister that was attached to the side of the main antenna|{[4,8],DT},{[48,56],DT},Content-Container
Members use the website to inform about projects and events|{[16,23],NN},{[40,48],NN},Message-Topic
Describing all of the harm caused by the hurricane has filled entire books so this Web page summarizes the total damage and focuses on the damage incurred on Long Island New York|{[41,50],JJ},{[22,26],DT},Cause-Effect
The colourless or nearly colourless liquor amnii then was put into an ounce phial |{[36,48],NN},{[76,81],NN},Entity-Destination
The statement comes from the writer's knowledge and its ideas are fresh and original|{[4,13],VBZ},{[38,47],CC},Entity-Origin
The flip-flop is a basic element of the sequential circuit and there are various structures even for the same type|{[4,13],NN},{[51,58],NN},Component-Whole
A suitcase full of marihuana was found by the pilot of a searching helicopter near the side of the road at a place where tire tracks could be observed pulling off the edge of the road|{[19,28],DT},{[2,10],NN},Content-Container
The fluid was in a cup  and was intended for use as a lotion by her husband|{[4,9],NN},{[19,22],JJ},Content-Container
The aim of this paper is to present some recent experimental results obtained in Rayleigh-Benard instability|{[16,21],DT},{[61,68],NN},Message-Topic
It is a drama that is centered around a troubled teenage girl and a family that is trying to get over the loss of their son|{[8,13],VBZ},{[57,61],NN},Message-Topic
Information is included on the disease caused by the organism  its transmission geographical distribution and hosts|{[53,61],NN},{[31,38],NN},Cause-Effect
The water evaporated from the kettle |{[4,9],DT},{[30,36],CC},Entity-Origin
And out of the Unspeakable River dividing Zambia and Zimbabwe splashes a crash of stampeding hippopotami |{[93,104],NN},{[73,78],VBP},Member-Collection
 Builders use a paste like adhesive known in the building trade as mud to fix the plasterboard to the wall|{[27,35],NN},{[1,9],NN},Instrument-Agency
The star is landing into controversies because of thoughtless statements|{[4,8],VBZ},{[25,38],VBP},Other
Our political prisoner is falling into oblivion |{[14,22],NN},{[39,47],NN},Other
 Infection is one of the commonest causes of death in burn patients particularly|{[1,10],VBP},{[45,50],VBZ},Cause-Effect
The Vikings had become assimilated into a peaceable society and monasteries at Chertsey and Abingdon were founded by the river |{[64,75],MD},{[121,126],NN},Other
The staff stood guard all night drinking the coffee machine dry and plotting their revenge on the injustices of the workplace|{[45,51],VBP},{[52,59],DT},Product-Producer
I was diagnosed with bipolar disorder following a breakdown triggered by the sudden death of my brother six years ago|{[84,89],VBZ},{[50,59],NN},Cause-Effect
More recently starter manufacturers have attached the flange with a number of capscrews to the main housing thus allowing a finite number of position|{[78,87],DT},{[22,35],DT},Instrument-Agency
Still we were surprised yesterday by a wake of buzzards perched on a dead copse of trees and haunting Wellfleet Harbor|{[47,55],JJ},{[39,43],DT},Member-Collection
The call came from a Minnesota father who said his daughter was in the chapel that day|{[4,8],DT},{[31,37],DT},Entity-Origin
The chavettes are the female of the species usually have a ' passel of brats with different dads before they turn 20 which ensures the perpetuation of the disease|{[71,76],NN},{[61,67],DT},Member-Collection
For years now my daughter has put up with verbal harssement from a girl|{[17,25],DT},{[49,59],DT},Other
Charles Beauregard is still working for Intelligence and hears about the Red Baron flying ace and his circus of vampire fighters |{[120,128],NN},{[102,108],NN},Member-Collection
The longest serving spacecraft goes into retirement |{[20,30],VBZ},{[41,51],NN},Other
We saw that a piece of the double stent was placed inside the urinary bladder of mice to study the extent of tissue reaction|{[14,19],NN},{[70,77],NN},Content-Container
Under Hideyoshi's administration the factory 's output of firearms increased dramatically|{[58,66],NN},{[37,44],DT},Product-Producer
The baby is falling into a sleep |{[4,8],DT},{[27,32],NN},Other
Many builders have approached the colony's building committee for redevelopment projects|{[5,13],NN},{[43,61],NN},Entity-Destination
The reactor meltdown caused a chain reaction that destroyed all the towers in the network|{[12,20],NN},{[36,44],VBZ},Cause-Effect
The only ginger I had was in a jar  so I put a heaping teaspoon in|{[9,15],NN},{[31,34],DT},Content-Container
China sent seeds into space |{[11,16],NN},{[22,27],VBZ},Entity-Destination
The local group  which has over 5000 members is part of a national association of active and retired law enforcement officers|{[10,15],NN},{[67,78],JJ},Component-Whole
The Entrepreneurs Forum event is postponed to tomorrow |{[24,29],NN},{[46,54],MD},Entity-Destination
He stuffed chips into his mouth and watched his cousin-in-law shrewdly|{[11,16],NN},{[26,31],MD},Entity-Destination
This paper offers a reflexive account of secondary analysis focused on the topic of convenience food and choice|{[30,37],JJ},{[51,59],NN},Message-Topic
 Convulsions that occur after DTaP are caused by a fever |{[51,56],NN},{[1,12],MD},Cause-Effect
Although a commercial Enigma modified by Polish cryptanalysts to match a military Enigma used phone plugs the plugs in the plugboard of the actual Enigma had two prongs but they still functioned electrically in the same way as phone plugs|{[100,105],NN},{[123,132],NN},Other
This includes those rules governing transfers  academic eligibility age requirements and the number of consecutive seasons of athletic eligibility beyond grade eight|{[20,25],JJ},{[36,45],VBZ},Message-Topic
There's a phrase of Sickert's where he speaks somewhere about something succeeding in that it is like a page torn from the book of life|{[104,108],DT},{[123,127],NN},Entity-Origin
This book relates tales  which were recorded by a popular minister in the early 1900's|{[5,9],NN},{[18,23],DT},Message-Topic
She double clicked the mouse button by placing her finger on the left mouse-button and then quickly pressing and releasing the button two times|{[29,35],JJ},{[23,28],MD},Component-Whole
A man who fell from a bridge along Interstate 29/35 after running from a minor crash has died|{[2,5],DT},{[22,28],NN},Entity-Origin
The virus is exported to the hard disk |{[4,9],NN},{[29,38],DT},Entity-Destination
It is marked by a sign indicating the length of the pause|{[18,22],NN},{[38,44],NN},Other
The Police has beaten him up poured water into his ears and nose and stuffed a shoe in his mouth |{[79,83],NN},{[91,96],MD},Entity-Destination
Abu'l-Qasim's Treastie is a text from 1301 by an Iranian potter who describes numerous recepies|{[28,32],NN},{[57,63],MD},Product-Producer
As the vehicles caught fire after the collision  the transformers began to explode one after the other|{[38,47],VBP},{[23,27],NN},Cause-Effect
